,essay,emotion
4713,"USER that's gun fire!!! The people of Venezuela fighting your ""friend"" and his socialist dictatorship!! https://t.co/t0CTBU5u9n",anger
4714,USER USER All wants to say with to and other idiots: Understand that we don't have 5 x Stop using as if they were unlimited Use is real is important DON'T BE A BABY!,anger
4715,I didn’t changed my mind. The result of USER last night was plain stupid and this season is not good after 3 eps.,neutral
4716,"USER But we are going in the right direct unlike &amp; who is a Please target him on visit, he needs to be made aware. is so wrong to ignore him &amp; needs to put him on the spot in front of tv cameras. Wind turbines instead of coal ⛏.",neutral
4717,"🆓🆓🆓🆓🆓 📘📘📘📘📘 A precios spritual knowledge. Which You Have Never Read Before To Get This Miraculous Book For Free. comments- Name , Add.,Mob.-7696801825 https://t.co/EGMJjCaMc9",disgust
4718,"USER means International grants, as reparations, to the poorest nations, not IMF and WB loans. Industrialized countries are accelerating global warming.The equation is simple: = for women now.",neutral
4719,is in a mess ... but that has less to do with and more to do with US-Venezuela relations.,neutral
4720,Happy World Book Day! 🌎📚 My current read—and current situation 😉 USER USER https://t.co/slQEYZJliM,joy
4721,"Just so you know Joanna, kids are the ones who are scaring adults, not otherwise. The thing that scares them in the first place is our cruel reality. Teachers and activists should be behind them. https://t.co/AA16vCNKGZ",disgust
4722,Tragic scenes in - the state always ends up eating it's own. https://t.co/poPt9Bv3nk,sadness
4723,Happy Celebrate by purchasing the USER https://t.co/YSjvdDhMVT,joy
4724,Game of Thrones. Just. Wow. Fucking beautiful. Haven’t been that stressed since.... I have never been that stressed. Fucking tremendous. https://t.co/i37JVOwBzl,joy
4725,USER Yet USER tries to block from doing its duty to monitor It appears is a far greater threat to the than,neutral
4726,USER I’m sure the people of feels much better knowing is on the case.,neutral
4727,It's What is your favourite book? :) Check live results here &gt;&gt;https://t.co/DI9JXWmnhF https://t.co/WK0z81GWPV,joy
4728,"News folk in reference to it's a fire, not a blaze. No one, except for news people, says blaze. Please just say fire. Thanks for listening :)",neutral
4729,Great interview with Sir David King (former gov cheif science advisor) on climate change policy and https://t.co/pcot2XHPE3,joy
4730,"Happy or as Donald Trump likes to call it: ""what's a book?""",disgust
4731,So pleased for Luis Saurez. Said no-one. Ever,disgust
4732,Suppose I better cheer on tonight. Keep the husband happy.,neutral
4733,All the best for the brave people of Kick the fucking socialist's ass!,neutral
4734,"Theons character has such a great arc, always ran from death until the end. Hero",joy
4735,USER_Medieval loved your story on construction guys. People that mostly love what they do when a job well done. The best day is when the job is done and everyone has all there fingers and toes. Out of sight but not out of mind.,joy
4736,It's How long was the last time i read a nice book? Maybe 4 years. Recommend me a few books to read.,joy
4737,USER Is holding on for dear life. Loving it.,joy
4738,Our newest team member can’t get enough of USER’s fantasy fiction. What’s your favourite book? https://t.co/SCOTKX2tsy,joy
4739,One weird rumor even mentioned posters of the cheerful King of whom I never knew was beloved in https://t.co/us9solYrb3,surprise
4740,Ten memorable scenes from Hindi cinema where books play a starring role https://t.co/l2BPyuMDhj https://t.co/OL6DcZgFeS,disgust
4741,You'll Never Walk Alone Bye Bye!!🔵🔴💪🏻 https://t.co/q3A7TbPRwy,neutral
4742,But given they were making enough profits to cover it they were able to ignore it,neutral
4743,Read a book and then share it with a friend - https://t.co/w6KLSHLteH,joy
4744,“I love it when you read to me And you You can read me anything.” - Peter Gabriel https://t.co/NAA19he3CT,joy
4745,"Chief Operations Officer Gary Howes was featured in USER, giving his expert opinion on the restoration of USER https://t.co/kzvaN2ciz9",neutral
4746,Hala Barcà! Champs 8th time in 11 years. Legendary stuffs https://t.co/ZDVOrQ17ez,joy
4747,There s actually no difference between iwobi and Dembele...all flicks and tricks with no end product ...now I see why he has been USER top target ...they want to take mediocrity to d next level USER,neutral
4748,here are my favorite books that made me feel &amp; experience new and deep emotions: the catcher in the the rye holding the man white nights Giovanni’s room,joy
4749,Wanting to put an end to humanity's destruction of the planet is apparently a naive notion of privileged left-wing liberals who don't understand the importance of money and the rational desire to get as much as you can whatever the cost https://t.co/u59z4joxK5,disgust
4750,"Given even just the last 20 years of history, if you think the freedom of Venezuela is why this is happening then you’re a dribbling moron",disgust
4751,"Today is whereas country does not deserve more inequality, corruption or tension. We ask the people to vote for the future, concord, social justice and political cleansing. USER USER ❤ USER https://t.co/ircisb1pwr",neutral
4752,The goat 🐐at it again! Pure brilliance 👏⚽️,neutral
4753,What are your favorite books? Mine are A CHRISTMAS CAROL and LES MISERABLES. https://t.co/wbH2kQ6wYZ,joy
4754,Enjoy reading pages on books more than on phone📚#WorldBookDay https://t.co/phYxiuDn8A,neutral
4755,So the burned down and rich people are donating millions for the rebuilding! Why can't they spend millions to improve the lives of the poor instead? Why is it so easy to invest in a monument but so difficult to share with initiatives for the poor?,disgust
4756,Happy travelers! We listed 'Ceremony' + 'Guide To Little Known Waterfalls of Zambia' in our Katundu Guide for the 2019 traveler episode. What books should people visiting your country read?| https://t.co/h0O18hsDkj https://t.co/W3G6jbGLw6,neutral
4757,"Biodiversity Day, May 22: Gothenburg Gears Up with Activities; ‘1,000,000 species threatened with extinction’ https://t.co/PrkXJngVYq via USER://twitter.com/kovuurigreddy?lang=en USER USER",neutral
4758,USER USER Make space for me on that bench. Hugs. And just begun Beast! All the best with it.,joy
4759,Very interesting demonstration of how difficult it can be to make a beam of wood burn: https://t.co/0CVF7xbHqv. Slightly east-German accent.,neutral
4760,Oh my Goodness!!! Best player in the world!!!!!!!!!!!,joy
4761,USER USER USER USER USER USER USER USER USER_shanks USER USER USER thank you for the kind mention dear Allan,joy
4762,"2. ONE YEASTY DAY after the I remembered the Greek, poetic experience of divinity &amp; rather significant, vertical role imagined they Mnemosyne played—no an edge with divine &amp; mortal hanging each immeasurably aloof within remembering",neutral
4763,I just voted in the and hope all citizens do the same! Wishing luck for a smooth day &amp; my selected party wins! 😉,joy
4764,"What's with thePagan idols on the top of the ""symbolism will be their downfall.# The truth is sometimes offensive to those who do not see it. Gargoyles seem demonic. Denver Airport has one to.Take them down! not https://t.co/tcMrHXfbT1",anger
4765,Females: Jorah died for the woman he loved 😭 Males: he died for some bitch that never even loved him 🙄,neutral
4766,"I dont watch &amp; I watched the re-cap, prob why I dont watch it, And never compare that garbage to helms deep again! Thanks!",disgust
4767,Enjoyed listening to USER 's recap/review for today's episode! https://t.co/GErRQB2kV4,joy
4768,USER USER USER USER You Lost your money in,neutral
4769,"Prepare, prepare, prepare. Write a strong proposal, present it well, and keep it succinct. First impressions do matter. https://t.co/dYB1mypjZE",neutral
4770,Assassin's creed Unity &amp; art histprian laser scans fundamental in restoring you see playing video games not a waste of time.... you can learn history even help historians rebuild an iconic place https://t.co/kqxgJ0LQKn,neutral
4771,The best moment of Barcelona Today trophy with on https://t.co/2HiQb9BYA3 https://t.co/gER7QagPkt,neutral
4772,Life is open book ....study ;understand &amp; implement for joy &amp; peace &amp; prosperity,joy
4773,Happy What are you currently,joy
4774,Arya killing the night king set to Frank ocean’s - Nights https://t.co/K7dyKV13rx,neutral
4775,Currently reading up on Classical Literary Criticism.,neutral
4776,Looking through phone from before kick off last night. Wow 🤯👀🔊🔊🔊 USER https://t.co/8qYP4y2s3q,surprise
4777,"Not only is this tit still speaking like a 4 yr old, he's just been tucked up 😂😂. Good old Trump values, just throw everything at it and see if that works. Perhaps you should stop building the wall? USER https://t.co/s8ljjna42R",disgust
4778,"If you're reading this . . . you're lucky! 👀 In 2016 — 1,026,707,589 people — (13.75%) of the world were illiterate; a rate that's much higher in places where we work, like Sub-Saharan Africa 📖 Spare a thought this https://t.co/B3u2MgkA4I",neutral
4779,What happened with is a tragedy. What's happening with the fundraising shows a deeper issue with the callousness of the 1%. They care more for a building than they do for their fellow humans. How many people could be fed or clothed with €600m?,disgust
4780,"USER Sadly, people don't care about process stories. Besides, I'd rather Republicans pushed the story as an object lesson on the failures of",neutral
4781,As Trump and his band of regime change cheerleaders escalate in we remain very concerned about US belligerence towards as well. Urge your members of Congress to cosponsor legislation that would prevent an unconstitutional war with Iran! https://t.co/rFPiwHx6Ao,disgust
4782,The Jay Fund is celebrating the smiles that books bring to patients tackling childhood cancer on https://t.co/VhL7WC8ZP3,neutral
4783,New CNS video: Wealthy French business leaders pledge hundreds of millions to help rebuild https://t.co/l8LOQ4ZOqP,joy
4784,This dude Suarez is a bully he out there trying to fight everyone,neutral
4785,USER USER Why are we distressed and disturbed? Why do we all have to die? https://t.co/RN0C5r6RKt,neutral
4786,2 - Villarreal are the first team to have won their two games vs Leganés in this season. Salad,neutral
4787,"""President I think you would be wise to leave President alone.""~Minister USER https://t.co/2q88ha0mTZ",neutral
4788,"was a false false flag so Macron could distract from embarrassments, blunders and losses. They shot up the cathedral before in 2017: https://t.co/yRni84gpqf",neutral
4789,"To preserve the cathedral for the future, a wooden roof would be very foolish. It needs be a modern roof that 'looks' like the original.",neutral
4790,It’s y’all! What better way to feed your mind like Nipsey nourished his. https://t.co/WaRaHNDg9s,joy
4791,I have no interest in and I don't watch so I figure I'm safe from spoilers for now.,neutral
4792,USER Great news. Well done to everyone who has made this happen.,joy
4793,Barcelona host relegation candidates Levante today knowing that a win will guarantee them the title for another season: USER previews the game: https://t.co/4lidpe9D28,neutral
4794,some of ya'll about to be real mad at me but the red wedding remains superior i said what i said https://t.co/QX5YtLy0vO,neutral
4795,"In celebration of today, we'd like to commend PEN SA members on the amazing work they do and dedication to their craft! We'd like to invite you to scroll through the Members' Titles section of our website to see some recent releases! https://t.co/FBbz7op74p https://t.co/1buBCXkWd8",neutral
4796,Am I the only one who thinks what is happening in is a major situation? U.S. on one side Russia on the other. Prince with his mercenaries. This seems to be a distraction that will potentially cost American lives and tax payer $.,disgust
4797,"There isn't a person in that I want harmed on my US dime. &amp; USER USER USER USER Also, I vote.",neutral
4798,USER Once again progressive thinking and courage to question old and failed structures is being initiated by socialists around the globe. All of which started with honest concerns of a pure and brilliantly focused mind of a young girl in is making us proud. 💚,joy
4799,Growing recognition that we face a thanks to voices of Now we need more policy action &amp; commitment ⁦USER⁩ for 100% by 2030. Developers are ready to invest https://t.co/3DMpNh0mTE,joy
4800,Really disappointing to see this... What an arsehole https://t.co/84dYLxDW0b,disgust
4801,"USER USER all because of criminal leadership - Venezuela is oil rich, resource rich, a Caribbean ocean front country - should be one of the strongest economies in the region",disgust
4802,"While the like of USER , USER, USER are bombarding us with fake news about of and refusing to show &amp; massacring Civilians in on weekly basis. 👇 https://t.co/ARS13akxIS",disgust
4803,Can’t wait for Liverpool fans to argue their 3-0 loss to Barcelona was a ‘better’ loss than Man United’s. Queue the statistics,neutral
4804,When Bran told Theon “...you’re home” I cried 😢,sadness
4805,"Books will never leave you, cheat you or misguide you! Make the best out of them. Reading good books will bring the best spiritual esence out of you! It doesnt only defines a subject, but clarify the intensity and significance of things. A reader lives 1 extra life. https://t.co/Rl24pNLDbi",joy
4806,"How the night went for me, my predictions and strong faith in This is a victory for all the fans and we will finish it completely next week. .USER did you see that!!!!!!! https://t.co/fWv5foHrz4 https://t.co/gxFyyzs8tP",joy
4807,"USER Absolutely wrong! won the election. He's the rightly elected President. Shame on you, Jim Sciutto.",anger
4808,Enjoy the magical design of the Zhongshuge bookstore in Chongqing! The bookstore has incorporated the rolling terrain of the mountain city into its design. https://t.co/BZVd4Q9x1v,joy
4809,"All these fans hating on now 😂😂. The irony, defend him being racist though just because he was at Liverpool at the time 🤷‍♂️",neutral
4810,"USER HAHAHAHA I hope there is no militia in Are you kidding around, .USER ? 🥳",neutral
4811,I wonder why Trumpus Maximus is so interested in this. https://t.co/XoBk1bN9iD,neutral
4812,🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪🇻🇪 Please keep the people of Venezuela in your thoughts and prayers at this crucial time in the country’s history https://t.co/Imr4oP5UVQ https://t.co/hCgkK1vcCQ,sadness
4813,"""#Maduro was ready to leave but convinced him to reverse course - Pompeo"" - https://t.co/yIixQvBP4S",neutral
4814,What a freakin free kick,disgust
4815,90 mins of trying to see what the hell’s happening in https://t.co/nnmcFWbkW1,anger
4816,By this stage in Barcelona we already had chances better then Liverpool have done and we are/were SHIT 🤣,disgust
4817,socialist party USER declared winner – live updates. [https://t.co/o583CC9J1Y] https://t.co/qI4GPl62vJ,neutral
4818,"""Not a temple, just a stadium"". Thank you and hope you enjoyed your time, Jürgen 🙂",joy
4819,"USER USER The world needs to respect democracy. Terrorism is a consequence of repression in countries that have natural resources. The decision only belongs to the people of those territories. In the world of the future, one must respect the democratic process",sadness
4820,so I don't see either side defending these people with the military assault going on .,neutral
4821,"I know my pics of Notre Dame can't do its beauty justice, but I'm posting to mourn with the collective over an impossible loss. https://t.co/JKR7gu8Fa2",sadness
4822,"Worried that is being used by British MPs to gain a political advantage over each other, as opposed to presenting genuine support for her cause.",fear
4823,Still crying out of sheer joy after seeing god at work. Pure class! USER USER USER https://t.co/GmdXahe3mq,joy
4824,"I don't think disappointed people from last night's episode totally got it: It""s normal that many of our favorites survived. (A thread)",joy
4825,Why we wept for Notre Dame https://t.co/8k4jDLHtxx,sadness
4826,"He's threatening for, like being one of the only remaining countries in Latin America that has yet to bow down to the US Empire. https://t.co/LUAwzRGNfp",anger
4827,Who do you think will win tonight? USER USER,neutral
4828,"Architecture, history, heritage and beauty mean nothing to a clickbait merchant from a third-rate media outlet. Imagine my shock. https://t.co/KaXb1Y9dV6",disgust
4829,"Hope everyone is reading today! If you need a book, try https://t.co/albqXOJ9z6 https://t.co/HJ1dFsGy7u",neutral
4830,"Arya Stark Kills (Game of Thrones, Arya Stark, Kills) https://t.co/QaB9D1MGyT",neutral
4831,Melisandre’s appearance at the Battle of Winterfell introduced a wrinkle into the “Prince That Was Promised” prophecy. https://t.co/AXCRlcM6tT,neutral
4832,"A lot of punishment for the GREAT, GREAT game that the team has done. Proud of me, our LiverpoolFC",joy
4833,[Impressive] See the beautiful Cathedral dynamically from above in after the dramatic fire! https://t.co/ZvHx5CZ7c8 https://t.co/vZrQoa42qQ,neutral
4834,https://t.co/Q68EVcJlQp My latest blog post on USER about and why some on the right are so terrified of her.,neutral
4835,FUCK YEAH THATS MY GIRL,joy
4836,The greatest of all time ready to hoist another champions league trophy. The god of football.,joy
4837,Wondering why the cost of health care is so high? READ! https://t.co/9kA8TOttJx,disgust
4838,""" As develops, we’re interested in how its strategy can challenge the powerful institutional obstacles to climate progress we must overcome if we are to succeed."" Medact, 2019",neutral
4839,This we celebrate the essential role that books play in improving around the globe! Did you know that the USER_UNESCO has one of the most diverse collection of historical in the world? https://t.co/3wR2XhQSLZ,joy
4840,La Liga is definitely the second best league in the world without a doubt but it still has a long way to go to be anywhere near as competitive as the premier league,neutral
4841,"What a great challenge from USER' to their athlete mentor USER! Teachers, a great idea for May or June! https://t.co/GWSI19pvZa",joy
4842,Campeons Champions We are the Champions,joy
4843,You can cop yourself a good read as well as a photo with these aesthetic libraries 📚 https://t.co/8RBqnZd4RP https://t.co/oQGFQWDsYG,neutral
4844,"On we're bringing back one of our all-time favorite images: ""The power of one book."" https://t.co/T5hZmg8hDX",surprise
4845,Come on USER about time you told us about your secret Swedish love child USER https://t.co/n5tWDxZC2P,joy
4846,Happy 📚💕 Let's mad read like there's no tomorrow. 😊 https://t.co/L7OjnMvamW,joy
4847,"World Book Day is a day to encourage reading, celebrated every year on 23rd April! Let us know your favourite book in the comments. https://t.co/Dz350dCsF4 https://t.co/kuir1zuEGr",neutral
4848,"A must read if you're as fascinated/heartbroken by the and the challenges of a re-build as I am, One of America's top architectural critics provides spot-on analysis. USER USER USER https://t.co/GSlUJwASj0",surprise
4849,"the day Spanish far right mobilize the Spanish left, and leftist vote fatally wounded the entire right wing. https://t.co/wO3LRbvPzR",neutral
4850,"Very sad to see, as The French people knelt and began to sing. https://t.co/yBLHQbqHbD",sadness
4851,"""Once you learn to read, you will be forever free."" -Frederick Douglas https://t.co/ZnlJMUPpo7",joy
4852,excellent thread of up todate activity in https://t.co/g5FAzJ0CiS,joy
4853,USER See what am saying. It’s over bro! Klopp got it all wrong tonight.,disgust
4854,Oh dear Liverpool 😂😂 Not a 3-0 Game tbf so I'd get them petition slips ready guys!!,neutral
4855,Messi just loves demolishing English teams!,joy
4856,"Came home from work and the first thing I did was watch last nights GOT episode again, this time on my computer w headphones AND the brightness all the way up. Ughh ohmgaaah an EXPERIENCE!!! Even better the second time. I have questions",neutral
4857,"what just happened? If all of this happened in the 3rd episode, then why in hell would I watch the remaining episodes?",neutral
4858,USER Horrific situation in Maduro MUST GO NOW!!! https://t.co/CyJfNN7md5,disgust
4859,Just be sure to rebuild the priests office as far away from where little boys hang out...,disgust
4860,"The disinformation war in Venezuela. The disinformation is coming from the US, who has to be pretty embarrassed right now about all the coup attempts that have failed in the last few months in Venezuela... https://t.co/9wVsp2wE30",neutral
4861,Bran chillin under the tree playing Raven Simulator waiting for the Night King to pull up on him https://t.co/sAqO7zOTo8,joy
4862,The problem with Liverpool is that they don't have Messi. https://t.co/DvyCRmRE39,neutral
4863,How lowers the pain of 👇🏼👇🏼👇🏼 ⛪️❤️💏 https://t.co/FlQqBlMB5u,sadness
4864,"has deeply moved France &amp; other countries all around the 🌍. In these times when our empathy awakens our generosity, we must be careful. Disasters and humanitarian crisis are often subject to false appeals for donations. https://t.co/eIV0WGgUWk",fear
4865,Interesting video by USER on reactions to yesterday's https://t.co/bLXyJKQ7IA,neutral
4866,Oh my fucking god !!! 😱 what an episode!! How they going to top that,joy
4867,Fostering a love of reading early on is key to ensuring success in school &amp; life. ❤️📚 https://t.co/NbqgilvzPk,neutral
4868,I have read 39 of 75 books for the 2019 Reading Challenge! https://t.co/U5DHgiohf4,joy
4869,We’re remembering today on We also have USER here talking + / Also USER is here talking AND we’re playing USER + recapping https://t.co/i0Gb5MgOCy,joy
4870,Having an awesome day with USER 🙌🏼💯💯💯 https://t.co/0hPOLzy9VV,joy
4871,The US when the crisis becomes an internal military struggle or civil war. https://t.co/NcvS2nQFFc,neutral
4872,"Beloved books 📚. The gateway to history, discovery, cultures, other worlds and perspectives. From these early favourites to the shelves and stacks that are never more than a reach away, thank you. https://t.co/ShMANqxkgD",joy
4873,The best thread on how the was contained you will see on Twitter. https://t.co/Sl0TKUlqhi,neutral
4874,"Only a few have had an impact on me more than ever. Out of those there are two. Annual re-reads and broken down spines later, a book will always be something inexplicably beautiful. Happy Reading everyone! 🤗💜📚 https://t.co/df8zF95K7w https://t.co/vH5Dv3Xw7W",joy
4875,So how long until fake accounts to raise money for start popping up? Or have they already?,anger
4876,Game over ! Messi does it again. INCREDIBLE FREE KICK FROM 30 YARDS OUT!!!!!!!!,neutral
4877,"Messi is the Best! I repeat, Messi is the Best!! A Goat 🐏 &amp; a King👑 https://t.co/DWj2o38Qzo",joy
4878,"For &amp; in preparation for my 10-year some of my favorites in fiction (themes, characters, some authors): https://t.co/QnC6wPb5Ey",neutral
4879,Notre Dame Cathedral will rise again. Happy Easter to all! gifts-https://t.co/UhrCej8W5J https://t.co/CpKE19Nmgr,joy
4880,"Forget about the abomination that is the new Sonic, happy Deadweight Day!",disgust
4881,Rebellion rushes activists' handbook This Is Not a Drill into print https://t.co/3AhqnUuk8I,disgust
4882,"A Piece of the Sun: The Quest for Fusion Energy by is such a pleasure to read! From the historical to the scientific aspects, this book is a great introduction to and",joy
4883,I pray they can rebuild and make the Notre Dame Cathedral Great Again just as quickly and precisely as you Sir have Made America Great Again! https://t.co/Q2A6AVUX0z,joy
4884,"I do not care if you view CNN as faker than a $6 Bill. No one should cheer the fact that Venezuela's regime just blocked it from broadcasting, This is the act of a tyrannical government that just mowed down protesters. https://t.co/gRNkFbK6Oo",anger
4885,give love to your favorite authors by leaving an Amazon review (especially indie authors). https://t.co/BsbtPr6Iun,neutral
4886,"God bless the people of right now, and opposition leader Juan Guaido.",joy
4887,"USER This will fail also, the people and thier security forces will not roll over to aggression.",sadness
4888,The crackdown of buildings missing fire safety arrangements https://t.co/3mHgytMamk,neutral
4889,"Heading home to catch the big game against Barca, roughly a three hours commute. Champions League Semifinals can't get bigger nor better than this! Come on you Reds 💪 USER",joy
4890,"Soccer: Liverpool wins 5-0 as Salah, Mane vie for Golden Boot https://t.co/411ZuOryrc",neutral
4891,"So if you’re legally in the system and you’re still homeless, I’m sorry but nobody is going to hand you “free cash.” This is a sub to all of you “crying out for humanity.”",disgust
4892,Happy birthday USER_Cake!!! And happy release day! Ep298 is here &amp; we have some great discussion on the show https://t.co/pvzxXanq6C,joy
4893,If you need premium logo?? I will make for you only 5$. Please contact me for your custom logo. https://t.co/C4La59H2Ya,neutral
4894,Amazing to me that non-Venezuelans are telling actual Venezuelans that they are wrong about what is going on in their own country.,disgust
4895,Our Minister of Global Affairs is making her position clear. We must defend the people who are attacking the elected leader of another country? What about the safety of all Venezuelans from the profiteering and violence by foreign nations in https://t.co/XT2uEbyJfM,fear
4896,"A quick commentary... I'm not a war fighter, but there were so many unforced error in the that it's really hard to believe how it ended. https://t.co/3toSzvz0ls",neutral
4897,More action kicking off at 8pm. vs. It could be epic! It’ll definitely be https://t.co/Iy658e4U6n,joy
4898,"What the hell is wrong with people? Whether your team is playing at home or away, you should be respectful to each other &amp; each other’s country. fans, stop acting like complete dickheads. Your actions are continuing to give our city a bad reputation!",neutral
4899,Messi &amp; conquer title again &amp; take a step towards achieving the 'Treble'!! Champions! https://t.co/XDOUwbDToO,joy
4900,"Slavoj Zizek on kids who protest climate change. How to Watch the News, ... ""We need to rediscover this children's innocence to be able to look at facts"" https://t.co/uoqeVugdiM",neutral
4901,Ref really allowing it physical today. Might benefit,neutral
4902,Can anyone point me to a positive comment piece on any news platform about that’s been written by an person. Thanks 🙏,neutral
4903,Samwell Tarly spent a lot of time crying......,disgust
4904,Mess 600 not out. Words can't describe him any more,neutral
4905,"The 2019 seems weird, indeed the led USER won the election but it also gave chance to anti-feminist far-right party like No disrespect to USER btw. You guys are cool. 🤷‍♀️",neutral
4906,The night is dark and full of terrors https://t.co/wEvjmJGiSG,fear
4907,"Remember when Spurs fans thought they had a chance to win the league Plus thought they were going to win the champions league after beating City, most of them wanted Ajax in the Semis too Ajax will win the said it for months even got a cheeky bet on them too https://t.co/pQ1zba7fDg",neutral
4908,Hate having to mute and on USER. But since they don't have a job they can go on all day but sadly I have to make money to pay for their benefits. 😪,neutral
4909,"Between the ridiculous free kick from Messi &amp; not scoring there I hate to say it but the dream may be over. have been the better side, especially in the 2nd half.",neutral
4910,Paris blaze inspires help for US black churches They will rise like phoenixes. https://t.co/EtKQ27PPBB,joy
4911,600 and one of his best … Magic from Messi,joy
4912,"I bet trump is happy that he finally gets to join the long list of American War Criminals, such an honor to know we are the terrorists",disgust
4913,Arya better be in the Kings Guard when they take the throne!!!,neutral
4914,So gratified to see a worldwide response to the and a pledge to rebuild. Being in the presence of this sacred and historic place was humbling and inspiring. https://t.co/kq4ALAZJSN,joy
4915,I don’t give a shit what did for Next week he deserves to get shit for the entire 90 minutes. What a wank.,anger
4916,"is everywhere. Here, today, from We keep up the fight! Vamoss!!! USER_valencia USER USER https://t.co/KMdVFppRP9",joy
4917,USER USER_id- 🏆 LA LIGA CHAMPIONS 2018-19! 8 leagues in 11 years. Making the extraordinary seem normal. 🖌🎨 https://t.co/Kjlg8kWTJ8,joy
4918,Won They're just too good for that league,neutral
4919,Wow Game of Thrones really did jump the shark tonight. (Again).,neutral
4920,"Liverpool left the immersion on, locked themselves out of the house and then set off the alarm. Not our night. 😞",sadness
4921,"The is a tragedy, no doubt about it. I sat watching, gutted that I'll never get to see it in all its glory. But I have to wonder where all the billionaires were offering help on the morning after We live in a strange 🌍, we really do.",sadness
4922,If all of my disappointments came together to meet the world: https://t.co/7NNhLCt8Ag,sadness
4923,"It's Have you joined our Disaster Book Club? Pick up a copy of Rebecca Solnit's ""A Paradise Built in Hell"" at your local USER branch and join us for our May event on May 15th! Register here: https://t.co/2PHIdNFqE0 https://t.co/sqcNs0JRdu",neutral
4924,Messi rolling about like he’s just been pushed down a hill... wow 😂🙈,neutral
4925,USER USER Facts and the truth don't matter to them. is not an accident.,neutral
4926,What's your favorite book?📚 Mine is Eureka: Experimental Problem Solving co-written by USER USER https://t.co/dbc0hoi4zS https://t.co/xsVr3l1VSE,neutral
4927,Prophecies don't always come true,neutral
4928,"USER USER USER While you're at it, ask the how they funded USER 's personal attack on USER for 2 years, turning up nothing. Will USER pay back the tax payers, for money wasted, with their campaign coffers? Resign you dolt.",disgust
4929,"👱🏻‍♀️: who kill the night king? 👩🏻‍🦰: no one. 👱🏻‍♀️: so, night king win the battle of winterfell. 👩🏻‍🦰: NO!! night king get killed. 👱🏻‍♀️: who kill the night king? 👩🏻‍🦰: no one.",neutral
4930,Ugh..it was just an old church and no one was injured. This was not Grenfall or the WTC - the collective pant-wetting and pledges of money etc..save it for when it matters. - International call for architects to design new spire https://t.co/O0KttnSV0l,disgust
4931,"USER with shocked us to unveiled reality. Those who thought a whole generation was lost, now can see power of clarity. Facts tell another story, they just wait for clarity to be spot beyond hypocrisy. Those lost, gathering on Greta's flame, are brave.",neutral
4932,We all need to respond to the in ways that create real change and give us hope for the future. Here's one idea. https://t.co/pXJNx9R76C,neutral
4933,Amazing what happened in with extra big turnout USER USER to bring the and real Democratic Party like stances there. Hmm . . . what could that mean? https://t.co/CkeyVM5jj7,neutral
4934,today! I'm currently reading War of the Worlds by H.G. Wells (would reccomend) Whatre y'all reading?,joy
4935,Reality check for Klopp and Liverpool. There's levels to this shit.,neutral
4936,I'm pretty sure is trying to kill me. My stomach is in bits after that. Jeepers,fear
4937,What's the most interesting book you've ever read?,joy
4938,Watch Liverpool Vs Barcelona Live Stream Free Soccer on USER: https://t.co/qT75kC5Jve,neutral
4939,USER my 3 week old daughter is ready today's massive match! https://t.co/1XnIiBqlxc,neutral
4940,USER_Williams I’m sure your mentions are blowing up but I have to say how brilliant you were in BRAVO ARYA!! 🙌,joy
4941,"USER USER government is chasing it's people out of their country. Dismal, miserable conditions. And USER wants to bring their misery here! Send her there.",neutral
4942,"vs is going to be a really awesome open Final. If you want to fall in love w/ soccer &amp; find out why so many of us love it, tune in to this game.",neutral
4943,It was again that man that made the difference. Liverpool were brilliant today imo and nobody can take that away from them. They played fiercely at the temple of Football they say.😛 The tie is over.,joy
4944,"I am going to bed now, I hope that has had a peaceful transition of power when I wake up 🛢 https://t.co/QhZ4D1Csop",neutral
4945,"In the USER Library, we have many professional and academic books for interested readers. A good number of our books are written by journalists. USER USER USER USER USER USER World Book and Copyright Day https://t.co/XUsUgU9x7w",neutral
4946,Community RE-TWEET ...is there a strong push to blame the on the Muslims?,neutral
4947,"🤖📚 Literary Tropes That We, the A.I.-run Publishing House of the Future, Are No Longer Interested In ~ by USER Dystopian fantasies in which the obviously superior A.I. race did not turn all humans into soft, fleshy ottomans. https://t.co/QYlbX81f4l",disgust
4948,Lionel Messi !!!! USER are Champions again!!!! https://t.co/L8IoFU2g6N,joy
4949,"“We want as our principle objective a peaceful transfer of power,” but “all options are on the table,” White House national security adviser John Bolton https://t.co/0Uuj6OeTI9 https://t.co/IGLrp4ZaFm",neutral
4950,Creating another US-Russian proxy war huh? Lift the sanctions if you care about the people of,disgust
4951,I think about this tweet often. Happy ! https://t.co/aaodlKMKwV,joy
4952,There are actually people who think Salah is the best attacker in the PL 😂,joy
4953,"anger burns in France, fueled by | PHOTOS https://t.co/He7GbPgYcZ",anger
4954,USA has pushed into a violent civil war. https://t.co/vupBvLtCgQ,neutral
4955,Preston Jacobs probably just sighed a bit while planning his next video,neutral
4956,"I love watching Messi play, but I really hope he’s crap tonight!",neutral
4957,USER Do we know for sure how this fire happened? I haven’t seen any details yet.,neutral
4958,"Dear USER as a fan, I feel your pain.",neutral
4959,It’s ALL been about Arya hasn’t it. How very satisfying,joy
